customer_key,customer_number,customer_name,age,age_group,customer_segment,last_order_date,recency,total_orders,total_sales,total_quantity,lifespan,avg_order_value,avg_monthly_spend
8701,AW00019700,Gabriel Hall,53,50 and above,New,2013-08-30,137,1,120,2,2,120,120
8702,AW00019701,Arianna Wood,65,50 and above,New,2013-03-22,142,1,1184,4,4,1184,1184
8703,AW00019702,Edward Diaz,64,50 and above,New,2013-05-21,140,1,70,1,1,70,70
8704,AW00019703,Katelyn Baker,64,50 and above,New,2013-02-18,143,1,70,1,1,70,70
8705,AW00019704,Nathan Collins,65,50 and above,New,2013-07-26,138,1,1143,4,4,1143,1143
8706,AW00019705,Anna Hughes,65,50 and above,New,2013-11-05,134,1,2342,2,2,2342,2342
8707,AW00019706,Benjamin Diaz,64,50 and above,New,2013-06-26,139,1,618,5,5,618,618
8708,AW00019707,Cole Cooper,60,50 and above,New,2013-06-02,139,1,79,2,2,79,79
8709,AW00019708,April Luo,84,50 and above,New,2013-06-10,139,1,565,1,1,565,565
8710,AW00019709,Christian Martin,84,50 and above,New,2013-12-24,133,2,197,6,5,98,32
8711,AW00019710,Arianna Gonzales,59,50 and above,New,2013-11-19,134,1,2352,3,3,2352,2352
8712,AW00019711,Devin Cooper,59,50 and above,New,2014-01-09,132,1,79,2,2,79,79
8713,AW00019712,Eric Phillips,59,50 and above,New,2013-06-19,139,1,120,2,2,120,120
8714,AW00019713,Morgan Stewart,54,50 and above,New,2013-02-01,143,1,79,2,2,79,79
8715,AW00019714,Angela Price,54,50 and above,New,2013-07-14,138,1,549,2,2,549,549
8716,AW00019715,Elijah Parker,60,50 and above,New,2013-07-13,138,1,124,2,2,124,124
8717,AW00019716,Logan Martin,60,50 and above,New,2013-03-29,142,1,1155,2,2,1155,1155
8718,AW00019717,Edward Hill,60,50 and above,New,2013-03-15,142,1,1137,3,3,1137,1137
8719,AW00019718,Taylor Butler,66,50 and above,New,2013-07-14,138,1,580,3,3,580,580
8720,AW00019719,Hunter Baker,61,50 and above,New,2013-07-03,138,1,660,5,5,660,660
8721,AW00019720,Kaitlyn Phillips,66,50 and above,New,2013-08-07,137,1,79,2,2,79,79
8722,AW00019721,Noah Allen,67,50 and above,New,2013-07-15,138,1,564,3,3,564,564
8723,AW00019722,Dalton Bailey,61,50 and above,New,2013-07-30,138,1,586,3,3,586,586
8724,AW00019723,Olivia Russell,61,50 and above,New,2013-07-17,138,1,575,2,2,575,575
8725,AW00019724,Bryce Morris,61,50 and above,New,2013-02-28,143,1,1155,2,2,1155,1155
8726,AW00019725,Alexandria Ramirez,67,50 and above,New,2013-03-20,142,1,1179,3,3,1179,1179
8727,AW00019726,Javier Rubio,83,50 and above,New,2013-02-26,143,2,64,5,4,32,64
8728,AW00019727,Natasha Vazquez,72,50 and above,New,2013-02-03,143,1,70,1,1,70,70
8729,AW00019728,Wyatt Edwards,81,50 and above,New,2013-02-28,143,1,120,2,2,120,120
8730,AW00019729,Nicole Patterson,82,50 and above,New,2013-07-17,138,2,37,3,3,18,37
8731,AW00019730,Ricardo Black,81,50 and above,New,2013-07-09,138,1,639,5,5,639,639
8732,AW00019731,Jonathan Allen,82,50 and above,New,2013-12-04,133,1,79,2,2,79,79
8733,AW00019732,Kyle Hill,75,50 and above,New,2013-05-02,140,1,79,2,2,79,79
8734,AW00019733,Caitlin Watson,80,50 and above,New,2013-02-04,143,1,70,1,1,70,70
8735,AW00019734,Natalie Weisman,81,50 and above,New,2013-10-27,135,1,120,2,2,120,120
8736,AW00019735,Mackenzie Reed,80,50 and above,New,2013-07-13,138,1,572,4,4,572,572
8737,AW00019736,Rachel Kelly,80,50 and above,New,2013-07-15,138,1,664,5,5,664,664
8738,AW00019737,Erin Ramirez,74,50 and above,New,2013-07-25,138,1,622,3,3,622,622
8739,AW00019738,Henry Martinez,79,50 and above,New,2013-07-31,138,1,605,4,4,605,605
8740,AW00019739,Lucas Perry,80,50 and above,New,2013-08-23,137,1,615,4,4,615,615
8741,AW00019740,Connie Liang,79,50 and above,New,2013-08-08,137,1,590,4,4,590,590
8742,AW00019741,Mar├¡a Rivera,79,50 and above,New,2013-10-16,135,1,79,2,2,79,79
8743,AW00019742,Alexia Russell,79,50 and above,New,2013-10-21,135,1,94,2,2,94,94
8744,AW00019743,Holly Rana,78,50 and above,New,2013-04-10,141,1,1194,3,3,1194,1194
8745,AW00019744,Tamara Cai,78,50 and above,New,2013-04-29,141,1,1179,3,3,1179,1179
8746,AW00019745,Kayla Simmons,73,50 and above,New,2013-04-03,141,1,1174,2,2,1174,1174
8747,AW00019746,Stephanie Sanders,73,50 and above,New,2013-11-10,134,1,2330,2,2,2330,2330
8748,AW00019747,Louis Rai,77,50 and above,New,2013-02-28,143,1,148,3,3,148,148
8749,AW00019748,Cory Prasad,74,50 and above,New,2013-09-10,136,1,5,1,1,5,5
8750,AW00019749,Natalie Jackson,41,40-49,New,2013-08-17,137,1,683,5,5,683,683
8751,AW00019750,Miguel Flores,43,40-49,New,2013-10-16,135,2,77,5,4,38,77
8752,AW00019751,Kaylee Hall,42,40-49,New,2013-08-27,137,2,37,3,3,18,12
8753,AW00019752,Ebony Madan,66,50 and above,New,2014-01-21,132,1,59,2,2,59,59
8754,AW00019753,Lisa Gao,72,50 and above,New,2013-10-10,135,1,5,1,1,5,5
8755,AW00019754,Francisco Rana,42,40-49,New,2013-10-21,135,1,79,2,2,79,79
8756,AW00019755,Lauren Foster,43,40-49,New,2013-10-26,135,1,70,1,1,70,70
8757,AW00019756,Nicolas Yuan,42,40-49,New,2013-08-14,137,1,79,2,2,79,79
8758,AW00019757,Allison Allen,44,40-49,New,2013-08-29,137,2,37,3,3,18,18
8759,AW00019758,Alex Wright,43,40-49,New,2013-03-06,142,1,79,2,2,79,79
8760,AW00019759,Sydney Barnes,44,40-49,New,2013-05-29,140,1,79,2,2,79,79
8761,AW00019760,Sydney Russell,44,40-49,New,2013-05-26,140,1,129,3,3,129,129
8762,AW00019761,Alan Lu,70,50 and above,New,2013-12-12,133,1,68,3,3,68,68
8763,AW00019762,Warren Ma,64,50 and above,New,2013-07-20,138,1,49,3,3,49,49
8764,AW00019763,Roger Lu,64,50 and above,Regular,2013-01-08,144,2,4153,3,3,2076,244
8765,AW00019764,Wayne Pal,69,50 and above,New,2013-03-14,142,1,13,2,2,13,13
8766,AW00019765,Ruben Patel,68,50 and above,Regular,2012-12-30,145,2,4132,4,4,2066,275
8767,AW00019766,Edwin Lin,68,50 and above,Regular,2013-02-10,143,2,4167,5,5,2083,245
8768,AW00019767,Ross Serrano,40,40-49,New,2013-10-07,135,1,94,2,2,94,94
8769,AW00019768,Christopher Jackson,39,30-39,New,2013-04-21,141,1,1143,4,4,1143,1143
8770,AW00019769,Andrea Peterson,39,30-39,New,2013-10-15,135,1,540,1,1,540,540
8771,AW00019770,Rosa Liang,62,50 and above,Regular,2013-02-21,143,2,4127,3,3,2063,242
8772,AW00019771,Tasha Jai,67,50 and above,Regular,2013-02-06,143,2,4167,5,5,2083,245
8773,AW00019772,Hector Vazquez,60,50 and above,VIP,2013-05-18,140,2,6030,3,3,3015,301
8774,AW00019773,Ricky Gutierrez,66,50 and above,VIP,2013-05-20,140,2,6056,3,3,3028,302
8775,AW00019774,Brianna Davis,44,40-49,New,2013-03-03,142,1,148,3,3,148,148
8776,AW00019775,Alisha Cai,45,40-49,New,2013-04-05,141,1,1183,3,3,1183,1183
8777,AW00019776,Judith Murphy,45,40-49,New,2013-06-06,139,1,94,2,2,94,94
8778,AW00019777,Jonathan Thomas,39,30-39,New,2013-07-28,138,1,120,2,2,120,120
8779,AW00019778,Isabella Jones,44,40-49,New,2013-02-20,143,1,70,1,1,70,70
8780,AW00019779,Emily Foster,47,40-49,New,2013-06-30,139,1,70,1,1,70,70
8781,AW00019780,Brianna White,46,40-49,New,2013-08-28,137,1,615,4,4,615,615
8782,AW00019781,Alexis Washington,44,40-49,New,2013-05-21,140,2,46,4,4,23,11
8783,AW00019782,Derek Shan,65,50 and above,VIP,2013-05-05,140,2,6089,5,5,3044,304
8784,AW00019783,Tony Kumar,59,50 and above,VIP,2013-05-14,140,2,6021,2,2,3010,301
8785,AW00019784,Christy Liu,64,50 and above,VIP,2013-05-13,140,2,6021,2,2,3010,286
8786,AW00019785,Olivia Ramirez,59,50 and above,VIP,2013-05-27,140,2,6076,3,3,3038,303
8787,AW00019786,Robin Carlson,63,50 and above,VIP,2013-05-09,140,2,6021,2,2,3010,301
8788,AW00019787,Alex Hill,64,50 and above,VIP,2013-04-30,141,2,6054,3,3,3027,318
8789,AW00019788,Kristen Hu,58,50 and above,VIP,2013-05-12,140,2,6056,3,3,3028,302
8790,AW00019789,Gloria Munoz,64,50 and above,VIP,2013-04-30,141,2,6058,4,4,3029,318
8791,AW00019790,Amy Wu,63,50 and above,VIP,2013-05-24,140,2,6089,5,5,3044,304
8792,AW00019791,Warren Zhou,64,50 and above,VIP,2013-05-02,140,2,6058,4,4,3029,302
8793,AW00019792,Cristina Nara,62,50 and above,VIP,2013-05-16,140,2,6056,3,3,3028,302
8794,AW00019793,Tina Smith,63,50 and above,VIP,2013-05-08,140,2,6056,3,3,3028,302
8795,AW00019794,Danny Ortega,57,50 and above,VIP,2013-05-21,140,2,6098,6,6,3049,290
8796,AW00019795,Casey Navarro,62,50 and above,VIP,2013-05-18,140,2,6044,5,5,3022,302
8797,AW00019796,Marshall Xie,61,50 and above,New,2014-01-12,132,2,98,6,6,49,8
8798,AW00019797,Clarence Liu,61,50 and above,VIP,2013-05-24,140,2,6021,2,2,3010,301
8799,AW00019798,Bianca Ma,55,50 and above,New,2013-10-03,135,2,128,6,6,64,16
8800,AW00019799,Austin Taylor,47,40-49,New,2013-10-06,135,1,79,2,2,79,79
8801,AW00019800,Lauren White,47,40-49,New,2013-06-21,139,1,70,1,1,70,70
8802,AW00019801,John Lee,40,40-49,New,2013-09-21,136,3,193,9,9,64,64
8803,AW00019802,Sara James,45,40-49,New,2011-01-27,168,1,3375,1,1,3375,3375
8804,AW00019803,Jermaine Mehta,40,40-49,New,2013-10-24,135,1,575,2,2,575,575
8805,AW00019804,Cameron Foster,40,40-49,New,2013-08-01,137,1,124,2,2,124,124
8806,AW00019805,Mariah Butler,40,40-49,New,2013-06-23,139,1,70,1,1,70,70
8807,AW00019806,Nancy Perez,46,40-49,New,2013-08-26,137,1,120,2,2,120,120
8808,AW00019807,Shannon Zhao,61,50 and above,New,2013-11-23,134,2,35,3,3,17,11
8809,AW00019808,Brooke Kelly,54,50 and above,New,2013-08-19,137,1,590,2,2,590,590
8810,AW00019809,Eric Sharma,48,40-49,New,2013-04-22,141,1,70,1,1,70,70
8811,AW00019810,Oscar Long,62,50 and above,New,2013-11-11,134,1,79,2,2,79,79
8812,AW00019811,Evan Allen,62,50 and above,New,2013-08-19,137,1,70,1,1,70,70
8813,AW00019812,Sydney Morgan,57,50 and above,New,2013-08-27,137,1,590,4,4,590,590
8814,AW00019813,Rebecca Perez,63,50 and above,New,2013-08-24,137,1,540,1,1,540,540
8815,AW00019814,Blake Washington,63,50 and above,New,2013-08-03,137,1,590,2,2,590,590
8816,AW00019815,Christian Thompson,63,50 and above,New,2013-09-22,136,1,597,4,4,597,597
8817,AW00019816,Lucas Brown,57,50 and above,New,2013-09-11,136,1,124,2,2,124,124
8818,AW00019817,Morgan Flores,58,50 and above,New,2013-10-15,135,2,119,6,5,59,14
8819,AW00019818,Brianna Anderson,64,50 and above,New,2013-08-17,137,1,79,2,2,79,79
8820,AW00019819,Andrew Brown,64,50 and above,New,2013-10-24,135,1,124,2,2,124,124
8821,AW00019820,Alexandra Coleman,64,50 and above,New,2013-04-19,141,1,1155,2,2,1155,1155
8822,AW00019821,Tabitha Vazquez,53,50 and above,New,2013-09-24,136,1,565,1,1,565,565
8823,AW00019822,Carlos Adams,49,40-49,New,2013-06-29,139,1,37,3,3,37,37
8824,AW00019823,Abigail Foster,54,50 and above,New,2013-12-03,133,1,46,2,2,46,46
8825,AW00019824,Jordan Perry,55,50 and above,New,2013-09-07,136,1,629,5,5,629,629
8826,AW00019825,Gilbert Ferrier,55,50 and above,New,2013-06-16,139,1,70,1,1,70,70
8827,AW00019826,Clarence Zhao,50,50 and above,New,2013-02-11,143,1,72,2,2,72,72
8828,AW00019827,Justin Smith,50,50 and above,New,2013-08-02,137,1,22,1,1,22,22
8829,AW00019828,Madison Wilson,56,50 and above,New,2013-08-19,137,1,22,1,1,22,22
8830,AW00019829,Lucas Mitchell,56,50 and above,Regular,2013-07-27,138,2,4533,5,5,2266,156
8831,AW00019830,Gabrielle Long,52,50 and above,VIP,2013-11-01,134,2,5766,7,7,2883,174
8832,AW00019831,Charles Green,57,50 and above,New,2013-09-11,136,1,580,3,3,580,580
8833,AW00019832,Sheila Hernandez,47,40-49,New,2013-12-17,133,1,70,1,1,70,70
8834,AW00019833,Michelle Kelly,78,50 and above,New,2013-04-12,141,1,70,1,1,70,70
8835,AW00019834,Johnny Sharma,77,50 and above,New,2013-06-15,139,1,120,2,2,120,120
8836,AW00019835,Jordan Allen,78,50 and above,New,2013-12-17,133,1,79,2,2,79,79
8837,AW00019836,Kevin Jai,77,50 and above,New,2013-10-27,135,2,79,4,4,39,11
8838,AW00019837,Philip Jimenez,67,50 and above,New,2013-09-20,136,1,590,2,2,590,590
8839,AW00019838,Jared Ramirez,77,50 and above,New,2013-09-03,136,1,605,4,4,605,605
8840,AW00019839,Carly Yuan,76,50 and above,New,2013-09-25,136,2,195,5,4,97,39
8841,AW00019840,Jessica James,76,50 and above,New,2013-12-28,133,1,120,2,2,120,120
8842,AW00019841,Alexandria Jenkins,71,50 and above,New,2013-09-20,136,1,604,4,4,604,604
8843,AW00019842,Katherine Phillips,77,50 and above,New,2013-10-28,135,1,564,3,3,564,564
8844,AW00019843,Connor Kumar,71,50 and above,New,2013-10-05,135,1,565,1,1,565,565
8845,AW00019844,Emma Murphy,76,50 and above,VIP,2013-11-08,134,2,5808,7,7,2904,187
8846,AW00019845,Fernando Hernandez,77,50 and above,New,2013-10-11,135,1,640,5,5,640,640
8847,AW00019846,Seth Patterson,76,50 and above,New,2013-10-03,135,1,70,1,1,70,70
8848,AW00019847,Brendan Anand,77,50 and above,New,2013-11-16,134,1,22,1,1,22,22
8849,AW00019848,Bryant Malhotra,77,50 and above,New,2013-12-20,133,1,124,2,2,124,124
8850,AW00019849,Jorge Wu,70,50 and above,New,2013-04-23,141,1,1147,3,3,1147,1147
8851,AW00019850,Jeremiah Hill,75,50 and above,New,2013-12-23,133,1,120,2,2,120,120
8852,AW00019851,Louis Pal,75,50 and above,New,2013-06-02,139,1,124,2,2,124,124
8853,AW00019852,Eric Carter,74,50 and above,New,2013-03-17,142,1,70,1,1,70,70
8854,AW00019853,Ricky Ramos,68,50 and above,New,2013-10-11,135,1,120,2,2,120,120
8855,AW00019854,Katherine Hall,73,50 and above,New,2013-10-01,135,1,555,3,3,555,555
8856,AW00019855,John Smith,68,50 and above,VIP,2013-11-21,134,2,5710,4,4,2855,190
8857,AW00019856,Tammy Madan,74,50 and above,New,2013-05-31,140,1,144,3,3,144,144
8858,AW00019857,Megan Rogers,73,50 and above,New,2013-04-22,141,1,70,1,1,70,70
8859,AW00019858,Jenna Collins,73,50 and above,New,2013-12-03,133,1,94,2,2,94,94
8860,AW00019859,Lisa Zhao,73,50 and above,New,2013-05-19,140,1,70,1,1,70,70
8861,AW00019860,Sara Young,72,50 and above,New,2013-02-26,143,1,133,3,3,133,133
8862,AW00019861,Caroline Perry,72,50 and above,New,2013-06-12,139,1,79,2,2,79,79
8863,AW00019862,Emily Harris,71,50 and above,New,2013-07-17,138,2,99,3,3,49,33
8864,AW00019863,Paige Powell,71,50 and above,New,2014-01-07,132,1,70,1,1,70,70
8865,AW00019864,Isaiah Brooks,71,50 and above,New,2013-07-01,138,1,70,1,1,70,70
8866,AW00019865,Hailey Butler,72,50 and above,New,2013-04-04,141,1,1155,2,2,1155,1155
8867,AW00019866,Martin Patel,72,50 and above,New,2013-09-28,136,1,70,1,1,70,70
8868,AW00019867,Juan Sanchez,71,50 and above,New,2013-04-29,141,1,1155,2,2,1155,1155
8869,AW00019868,Kyle Jenkins,71,50 and above,New,2013-10-27,135,1,120,2,2,120,120
8870,AW00019869,Carol Brooks,72,50 and above,New,2013-10-12,135,1,609,4,4,609,609
8871,AW00019870,James Martin,65,50 and above,New,2013-12-07,133,2,77,5,4,38,8
8872,AW00019871,Bryce Rivera,65,50 and above,New,2013-08-25,137,1,70,1,1,70,70
8873,AW00019872,Faith Foster,59,50 and above,New,2014-01-17,132,1,7,2,2,7,7
8874,AW00019873,Dylan Thomas,69,50 and above,New,2013-04-07,141,1,7,2,2,7,7
8875,AW00019874,Sara Rogers,59,50 and above,Regular,2013-07-09,138,2,4544,5,5,2272,181
8876,AW00019875,Patrick James,70,50 and above,New,2013-04-24,141,1,1199,4,4,1199,1199
8877,AW00019876,Nathan Edwards,70,50 and above,New,2013-07-01,138,1,79,2,2,79,79
8878,AW00019877,Steve Zheng,64,50 and above,New,2013-09-03,136,1,70,1,1,70,70
8879,AW00019878,Morgan Jackson,69,50 and above,New,2013-12-08,133,1,70,1,1,70,70
8880,AW00019879,Ian Green,70,50 and above,New,2013-03-04,142,1,70,1,1,70,70
8881,AW00019880,Emma Bennett,70,50 and above,New,2013-03-30,142,1,70,1,1,70,70
8882,AW00019881,Aidan Long,70,50 and above,New,2013-03-29,142,1,79,2,2,79,79
8883,AW00019882,Richard Phillips,70,50 and above,New,2013-07-14,138,1,124,2,2,124,124
8884,AW00019883,Kevin Young,69,50 and above,New,2013-10-23,135,1,549,2,2,549,549
8885,AW00019884,James Simmons,63,50 and above,Regular,2013-07-24,138,2,4588,5,5,2294,191
8886,AW00019885,Isaac Turner,68,50 and above,New,2013-12-29,133,1,124,2,2,124,124
8887,AW00019886,Marcus Butler,68,50 and above,New,2013-04-12,141,1,79,2,2,79,79
8888,AW00019887,Olivia Walker,68,50 and above,New,2013-12-18,133,1,79,2,2,79,79
8889,AW00019888,Carson Washington,69,50 and above,New,2013-07-24,138,1,120,2,2,120,120
8890,AW00019889,Catherine Sanders,68,50 and above,New,2013-10-24,135,1,540,1,1,540,540
8891,AW00019890,Lee Alvarez,62,50 and above,New,2013-07-17,138,1,120,2,2,120,120
8892,AW00019891,Jennifer Morgan,67,50 and above,New,2013-04-15,141,1,1174,2,2,1174,1174
8893,AW00019892,Richard Campbell,68,50 and above,New,2013-04-28,141,1,1155,2,2,1155,1155
8894,AW00019893,Evan Baker,62,50 and above,New,2014-01-28,132,1,120,2,2,120,120
8895,AW00019894,Elijah Sharma,67,50 and above,New,2013-05-30,140,1,70,1,1,70,70
8896,AW00019895,Ricky Jimenez,62,50 and above,New,2014-01-14,132,1,129,3,3,129,129
8897,AW00019896,Kaitlyn Thomas,62,50 and above,New,2013-03-28,142,1,70,1,1,70,70
8898,AW00019897,Gabriella Nelson,67,50 and above,New,2013-11-19,134,1,597,3,3,597,597
8899,AW00019898,Desiree Serrano,62,50 and above,New,2013-12-20,133,1,27,2,2,27,27
8900,AW00019899,Marcus Richardson,52,50 and above,New,2013-10-27,135,2,3128,5,5,1564,312
8901,AW00019900,Zoe Richardson,63,50 and above,New,2013-08-27,137,1,27,2,2,27,27
8902,AW00019901,Ronald Sara,57,50 and above,Regular,2013-10-13,135,2,3016,3,3,1508,137
8903,AW00019902,Johnny Pal,63,50 and above,New,2013-10-24,135,2,3080,3,3,1540,308
8904,AW00019903,Marcus Nelson,63,50 and above,Regular,2013-11-14,134,2,3178,6,6,1589,264
8905,AW00019904,Jasmine Gray,64,50 and above,Regular,2013-10-09,135,2,3018,4,4,1509,137
8906,AW00019905,Chelsea Fernandez,58,50 and above,New,2013-11-01,134,1,7,2,2,7,7
8907,AW00019906,Armando Mu├▒oz,64,50 and above,New,2013-08-09,137,1,14,2,2,14,14
8908,AW00019907,Bruce Diaz,64,50 and above,New,2013-10-04,135,1,32,3,3,32,32
8909,AW00019908,Pamela Prasad,64,50 and above,New,2013-12-24,133,1,49,2,2,49,49
8910,AW00019909,Geoffrey Chandra,65,50 and above,New,2013-05-30,140,1,64,3,3,64,64
8911,AW00019910,Orlando Rubio,65,50 and above,Regular,2013-10-07,135,2,3189,4,4,1594,151
8912,AW00019911,Valerie Chen,64,50 and above,Regular,2013-11-07,134,2,3335,4,4,1667,277
8913,AW00019912,Tara Xie,48,40-49,Regular,2013-11-25,134,2,3427,5,5,1713,285
8914,AW00019913,Jennifer Perez,76,50 and above,New,2013-02-25,143,1,29,2,2,29,29
8915,AW00019914,Willie Ma,76,50 and above,New,2013-06-14,139,1,31,3,3,31,31
8916,AW00019915,Claudia McDonald,75,50 and above,New,2014-01-17,132,1,79,3,3,79,79
8917,AW00019916,Katie Xie,75,50 and above,New,2013-11-16,134,2,3354,6,6,1677,304
8918,AW00019917,Jenny Chander,70,50 and above,New,2013-11-08,134,2,3369,5,5,1684,306
8919,AW00019918,Joy Alonso,76,50 and above,Regular,2013-12-28,133,2,3360,4,4,1680,280
8920,AW00019919,Rebekah Johnsen,69,50 and above,New,2013-05-13,140,1,5,1,1,5,5
8921,AW00019920,Meredith Sanchez,74,50 and above,New,2013-02-19,143,1,92,4,4,92,92
8922,AW00019921,Cara Cai,68,50 and above,New,2013-04-13,141,1,64,3,3,64,64
8923,AW00019922,Nancy Gonzalez,65,50 and above,New,2013-11-04,134,2,3138,3,3,1569,285
8924,AW00019923,Joe Prasad,65,50 and above,New,2013-04-30,141,1,25,1,1,25,25
8925,AW00019924,Douglas Perez,60,50 and above,Regular,2013-10-22,135,2,3172,5,5,1586,151
8926,AW00019925,Madison Jenkins,65,50 and above,New,2013-07-08,138,1,84,3,3,84,84
8927,AW00019926,Alexandria Diaz,66,50 and above,New,2013-04-06,141,1,40,2,2,40,40
8928,AW00019927,Ruben Fernandez,65,50 and above,New,2013-07-29,138,1,5,1,1,5,5
8929,AW00019928,Jaime Sanz,60,50 and above,New,2013-05-03,140,1,5,1,1,5,5
8930,AW00019929,Dale Chander,61,50 and above,New,2013-03-30,142,1,64,3,3,64,64
8931,AW00019930,Tony Tang,66,50 and above,Regular,2013-11-25,134,2,3115,4,4,1557,135
8932,AW00019931,Darryl Xu,61,50 and above,Regular,2013-11-08,134,2,3126,5,5,1563,142
8933,AW00019932,Javier Sanz,56,50 and above,New,2014-01-14,132,1,25,1,1,25,25
8934,AW00019933,Nichole Deng,62,50 and above,New,2013-03-24,142,1,5,1,1,5,5
8935,AW00019934,Neil Blanco,69,50 and above,New,2013-05-14,140,1,193,6,6,193,193
8936,AW00019935,Clinton Navarro,68,50 and above,New,2013-08-17,137,1,83,3,3,83,83
8937,AW00019936,Corey Luo,64,50 and above,New,2013-12-27,133,1,29,2,2,29,29
8938,AW00019937,Jimmy Gomez,69,50 and above,New,2014-01-04,132,1,73,4,4,73,73
8939,AW00019938,Chelsea Patel,69,50 and above,New,2013-09-13,136,1,5,1,1,5,5
8940,AW00019939,Alvin Wang,69,50 and above,New,2013-12-09,133,1,49,3,3,49,49
8941,AW00019940,Rosa Ye,54,50 and above,Regular,2013-12-26,133,2,3440,3,3,1720,264
8942,AW00019941,Cedric Liang,71,50 and above,Regular,2013-12-06,133,2,3078,6,6,1539,87
8943,AW00019942,Armando Navarro,65,50 and above,Regular,2013-12-19,133,2,3034,4,4,1517,86
8944,AW00019943,Walter Carlson,72,50 and above,New,2013-11-06,134,2,3113,3,3,1556,283
8945,AW00019944,Jonathon Suarez,71,50 and above,Regular,2013-11-17,134,2,3105,3,3,1552,147
8946,AW00019945,Phillip Garcia,73,50 and above,Regular,2013-11-20,134,2,3138,3,3,1569,261
8947,AW00019946,Tamara Raje,73,50 and above,New,2013-04-15,141,1,87,4,4,87,87
8948,AW00019947,Darryl Liu,39,30-39,VIP,2013-05-12,140,2,6056,4,4,3028,302
8949,AW00019948,Lacey Hu,44,40-49,VIP,2013-05-07,140,2,6021,2,2,3010,301
8950,AW00019949,Ni├▒ia Anand,43,40-49,VIP,2013-05-09,140,2,6054,3,3,3027,302
8951,AW00019950,Ronnie Lu,44,40-49,VIP,2013-06-18,139,2,6098,6,6,3049,290
8952,AW00019951,Roy Moreno,43,40-49,VIP,2013-06-22,139,2,6021,2,2,3010,286
8953,AW00019952,Adrienne Martin,45,40-49,New,2013-12-09,133,2,39,4,4,19,4
8954,AW00019953,Darrell Lal,46,40-49,New,2014-01-06,132,2,48,5,5,24,6
8955,AW00019954,Jose Carlson,45,40-49,New,2013-06-15,139,2,74,5,5,37,18
8956,AW00019955,Jake Gao,41,40-49,New,2013-08-25,137,2,173,6,5,86,86
8957,AW00019956,Susan She,41,40-49,VIP,2013-06-25,139,2,6060,5,5,3030,288
8958,AW00019957,Arthur Mehta,46,40-49,VIP,2013-06-15,139,2,6035,4,4,3017,287
8959,AW00019958,Erika Romero,41,40-49,VIP,2013-06-28,139,2,6056,4,4,3028,288
8960,AW00019959,Tabitha Moreno,41,40-49,VIP,2013-06-23,139,2,6056,3,3,3028,288
8961,AW00019960,Phil Spencer,47,40-49,VIP,2013-06-14,139,2,6120,4,4,3060,291
8962,AW00019961,Kristin She,48,40-49,New,2013-12-08,133,2,98,4,4,49,12
8963,AW00019962,Dominic Prasad,46,40-49,New,2013-07-19,138,2,46,5,5,23,15
8964,AW00019963,Geoffrey Fernandez,46,40-49,VIP,2013-06-13,139,2,6054,3,3,3027,288
8965,AW00019964,Gloria Alonso,47,40-49,VIP,2013-06-18,139,2,6056,3,3,3028,288
8966,AW00019965,Jay Lopez,46,40-49,VIP,2013-06-26,139,2,6056,3,3,3028,288
8967,AW00019966,Abby Sanchez,42,40-49,VIP,2013-06-07,139,2,6021,2,2,3010,286
8968,AW00019967,Devon Deng,42,40-49,VIP,2013-06-25,139,2,6029,3,3,3014,287
8969,AW00019968,Katrina Chande,42,40-49,VIP,2013-06-09,139,2,6021,2,2,3010,301
8970,AW00019969,Jake Guo,43,40-49,New,2013-06-06,139,2,98,5,5,49,19
8971,AW00019970,Tanya Jimenez,47,40-49,VIP,2013-06-26,139,2,6099,5,5,3049,304
8972,AW00019971,Jeffery Lu,48,40-49,VIP,2013-06-15,139,2,6056,3,3,3028,302
8973,AW00019972,Lindsay Chander,43,40-49,New,2013-10-04,135,2,49,6,6,24,16
8974,AW00019973,Colin Zhu,44,40-49,New,2013-09-06,136,2,83,6,6,41,13
8975,AW00019974,George Fernandez,49,40-49,VIP,2013-06-19,139,2,6021,2,2,3010,301
8976,AW00019975,Brittney Zhang,49,40-49,VIP,2013-06-29,139,2,6056,3,3,3028,302
8977,AW00019976,Tamara Sun,50,50 and above,New,2013-06-29,139,2,43,6,5,21,43
8978,AW00019977,Kristine Gill,49,40-49,VIP,2013-05-30,140,2,6044,5,5,3022,318
8979,AW00019978,Marshall Yuan,49,40-49,VIP,2013-06-10,139,2,6060,5,5,3030,303
8980,AW00019979,Janet Browning,48,40-49,VIP,2013-06-22,139,2,6090,5,5,3045,304
8981,AW00019980,Alexandra Carter,55,50 and above,New,2014-01-16,132,1,94,2,2,94,94
8982,AW00019981,Kelly Russell,48,40-49,New,2013-04-04,141,1,1155,2,2,1155,1155
8983,AW00019982,Charles Cox,48,40-49,New,2013-11-11,134,1,590,4,4,590,590
8984,AW00019983,Michael Martinez,50,50 and above,New,2013-04-22,141,1,1120,1,1,1120,1120
8985,AW00019984,Sara Morris,50,50 and above,New,2013-04-26,141,1,1183,3,3,1183,1183
8986,AW00019985,Tamara Ma,50,50 and above,New,2013-04-08,141,1,1174,2,2,1174,1174
8987,AW00019986,Jamie Huang,45,40-49,New,2013-04-02,141,1,1189,4,4,1189,1189
8988,AW00019987,Taylor Moore,48,40-49,Regular,2013-07-03,138,2,4564,5,5,2282,190
